CMS Certification Number (CCN),Network,Facility Name,Five Star Date,Five Star,Five Star Data Availability Code,Address Line 1,Address Line 2,City/Town,State,ZIP Code,County/Parish,Telephone Number,Profit or Non-Profit,Chain Owned,Chain Organization,Late Shift,# of Dialysis Stations,Offers in-center hemodialysis,Offers peritoneal dialysis,Offers home hemodialysis training,Certification Date,Claims Date,EQRS Date,SMR Date,Patient Survival Category Text,Patient Survival data availability code,Number of Patients included in survival summary,Mortality Rate (Facility),Mortality Rate: Upper Confidence Limit (97.5%),Mortality Rate: Lower Confidence Limit (2.5%),SHR Date,Patient hospitalization category text,Patient Hospitalization data availability Code,Number of patients included in hospitalization summary,Hospitalization Rate (Facility),Hospitalization Rate: Upper Confidence Limit (97.5%),Hospitalization Rate: Lower Confidence Limit (2.5%),SRR Date,Patient Hospital Readmission Category,Patient Hospital Readmission data availability Code,Number of hospitalizations included in hospital readmission summary,Readmission Rate (Facility),Readmission Rate: Upper Confidence Limit (97.5%),Readmission Rate: Lower Confidence Limit (2.5%),STrR Date,Patient Transfusion category text,Patient Transfusion data availability Code,Number of patients included in the transfusion summary,Transfusion Rate (Facility),Transfusion Rate: Upper Confidence Limit (97.5%),Transfusion Rate: Lower Confidence Limit (2.5%),FYSWR Date,FYSWR category text,Patient transplant waitlist data availability code,Number of patients in this facility for FYSWR,First Year Standardized Kidney Transplant Waitlist Ratio,95% C.I. (upper limit) for FYSWR,95% C.I. (lower limit) for FYSWR,PPPW category text,Patient prevalent transplant waitlist data availability code,Number of patients for PPPW,Percentage of Prevalent Patients Waitlisted for Kidney Transplant,95% C.I. (upper limit) for PPPW,95% C.I. (lower limit) for PPPW,SEDR Date,SEDR category text,Emergency Department Encounter data availability Code,Number of patients included in SEDR summary,Standardized ED visits ratio (Facility),SEDR: Upper Confidence Limit (97.5%),SEDR: Lower Confidence Limit (2.5%),ED30 Date,ED30 Category text,Emergency Department Encounter Ratio Occurring within 30 Days of Hospital Discharge data availability Code,Number of hospitalizations included in ED30 summary,Standardized ED visits within 30 days of hospital discharge ratio (Facility),ED30: Upper Confidence Limit (97.5%),ED30: Lower Confidence Limit (2.5%),YEARS Modality Switch BASED UPON,SMoSR: Classification Category (FACILITY),Modality Switch Data Availability Code,SMoSR: Number of Eligible patients (FACILITY),SMoSR: Standardized Modality Switch Ratio (FACILITY),SMoSR: Upper Confidence Limit (FACILITY),SMoSR: Lower Confidence Limit (FACILITY),SIR Date,Patient Infection category text,Patient Infection Data Availability Code,Standard Infection Ratio,SIR: Upper Confidence Limit (97.5%),SIR: Lower Confidence Limit (2.5%),Fistula Category Text,Fistula data availability code,Number of Patients included in fistula summary,Fistula Rate (Facility),Fistula Rate: Upper Confidence Limit (97.5%),Fistula Rate: Lower Confidence Limit (2.5%),HCP Vaccination Data Collection Dates,HCP Vaccination Data Availability Code,Healthcare worker COVID-19 vaccination adherence percentage,Adult HD Kt/V data availability code,Number of adult HD patients with KT/V data,Number of adult HD patient-months with Kt/V data,Percent of Adult HD patients with Kt/V >= 1.2,Adult PD Kt/V data availability code,Number of adult PD patients with KT/V data,Number of adult PD patient-months with Kt/V data,Percentage of Adult PD PTS with Kt/V >= 1.7,Pediatric HD Kt/V Data Availability Code,Number of pediatric HD patients with Kt/V data,Number of pediatric HD patient-months with KT/V data,Percentage of Pediatric HD patients with Kt/V >= 1.2,Pediatric PD Kt/V Data Availability Code,Number of pediatric PD patients with Kt/V data,Number of pediatric PD patient-months with KT/V data,Percentage of pediatric PD patients with Kt/V>=1.8,Percentage of Medicare patients with Hgb<10 g/dL,HGB<10 data availability code,Percentage of Medicare patients with Hgb>12 g/dL,Hgb > 12 data availability code,Number of Dialysis Patients with Hgb data,Hypercalcemia Data Availability Code,Number of patients in hypercalcemia summary,Number of patient-months in hypercalcemia summary,Percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL),Serum phosphorus Data Availability Code,Number of patients in Serum phosphorus summary,Number of patient-months in Serum phosphorus summary,Percentage of Adult patients with serum phosphorus less than 3.5 mg/dL,Percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL,Percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL,Percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL,Percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL,Long term catheter Data Availability Code,Number of patients in long term catheter summary,Number of patient months in long term catheter summary,Percentage of Adult patients with long term catheter in use,nPCR Data Availability Code,Number of patients in nPCR summary,Number of patient-months in nPCR summary,Percentage of pediatric HD patients with nPCR
392579,4,FKC Ohio Valley,01Jan2021-31Dec2024,2.0,001,"Robinson Plaza, Building #3","Route 60, Suite 110",Pittsburgh,PA,15205,Allegheny,(412) 494-6902,Profit,Yes,Fresenius Medical Care,No,15,Yes,Yes,Yes,1993-07-07,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,181.0,21.5,33.8,13.6,01Jan2024-31Dec2024,As Expected,001,50.0,213.9,328.7,147.4,01Jan2024-31Dec2024,As Expected,001,62.0,32.4,45.6,20.5,01Jan2024-31Dec2024,Not Available,199,18.0,,,,01Jan2021-31Dec2023,Not Available,199,17.0,,,,As Expected,001,45.0,26.2,57.9,8.4,01Jan2024-31Dec2024,As Expected,001,22.0,0.61,1.49,0.26,01Jan2023-31Dec2024,As Expected,001,59.0,0.89,1.59,0.42,01Jan2021-31Dec2023,As Expected,001,25.0,0.45,2.52,0.01,01Jan2024-31Dec2024,Better than Expected,001,0.0,0.67,,As Expected,001,57.0,51.5,74.5,26.9,01Apr2025-30JUN2025,001,0.0,001,54.0,424.0,97.0,199,8.0,41.0,,259,0.0,,,259,0.0,,,31.0,001,0.0,001,13.0,001,60.0,480.0,1.0,001,65.0,507.0,7.0,21.0,22.0,28.0,21.0,001,57.0,434.0,24.0,259,0.0,,
392580,4,DaVita Corry Dialysis,01Jan2021-31Dec2024,3.0,001,300 York Street,,Corry,PA,16407,Erie,(814) 664-7520,Profit,Yes,DaVita,No,4,Yes,No,No,1993-09-15,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,125.0,24.9,38.3,15.4,01Jan2024-31Dec2024,As Expected,001,21.0,211.1,410.6,117.9,01Jan2024-31Dec2024,As Expected,001,26.0,40.5,60.3,23.6,01Jan2024-31Dec2024,Not Available,199,5.0,,,,01Jan2021-31Dec2023,Not Available,199,6.0,,,,As Expected,001,19.0,15.3,65.2,1.7,01Jan2024-31Dec2024,Worse than Expected,001,9.0,3.76,6.67,2.14,01Jan2023-31Dec2024,As Expected,001,17.0,2.51,4.55,0.9,01Jan2021-31Dec2023,As Expected,001,19.0,2.31,6.76,0.48,01Jan2024-31Dec2024,As Expected,001,0.65,3.23,0.03,Better than Expected,001,26.0,81.6,98.6,63.5,01Apr2025-30JUN2025,001,7.0,280,23.0,228.0,,280,0.0,,,280,0.0,,,280,0.0,,,,199,,199,7.0,280,23.0,229.0,,280,24.0,208.0,,,,,,001,26.0,225.0,3.0,280,0.0,,
392581,4,DCI North Hills,01Jan2021-31Dec2024,3.0,001,8443 Perry Highway,,Pittsburgh,PA,15237,Allegheny,(412) 635-0211,Non-profit,Yes,"Dialysis Clinic, Inc.",No,21,Yes,No,No,1993-10-05,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,268.0,19.3,28.8,13.4,01Jan2024-31Dec2024,As Expected,001,61.0,113.4,193.7,71.4,01Jan2024-31Dec2024,As Expected,001,46.0,16.7,33.8,6.2,01Jan2024-31Dec2024,Not Available,199,10.0,,,,01Jan2021-31Dec2023,Not Available,199,26.0,,,,As Expected,001,43.0,5.8,35.9,0.7,01Jan2024-31Dec2024,As Expected,001,17.0,0.97,2.25,0.43,01Jan2023-31Dec2024,As Expected,001,39.0,1.21,2.57,0.43,01Jan2021-31Dec2023,Better than Expected,001,51.0,2.48,4.7,1.13,01Jan2024-31Dec2024,As Expected,001,0.68,1.63,0.22,As Expected,001,79.0,58.6,83.0,34.8,01Apr2025-30JUN2025,001,1.0,001,69.0,574.0,96.0,257,0.0,,,259,0.0,,,259,0.0,,,23.0,001,0.0,001,13.0,001,74.0,603.0,0.0,001,84.0,666.0,11.0,27.0,33.0,17.0,13.0,001,79.0,627.0,30.0,259,0.0,,
392582,4,DaVita Honesdale Dialysis Center,01Jan2021-31Dec2024,4.0,001,Stoursbridge Mall,"600 Maple Avenue, Suite 8",Honesdale,PA,18431,Wayne,(570) 253-0952,Profit,Yes,DaVita,No,12,Yes,Yes,No,1993-10-01,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,156.0,20.5,32.7,12.8,01Jan2024-31Dec2024,As Expected,001,34.0,88.9,194.2,44.8,01Jan2024-31Dec2024,As Expected,001,13.0,10.3,47.5,0.3,01Jan2024-31Dec2024,Not Available,199,15.0,,,,01Jan2021-31Dec2023,Not Available,199,16.0,,,,As Expected,001,22.0,28.8,69.4,6.8,01Jan2024-31Dec2024,As Expected,001,17.0,1.31,2.81,0.62,01Jan2023-31Dec2024,As Expected,001,17.0,0.0,1.45,0.0,01Jan2021-31Dec2023,As Expected,001,28.0,1.26,3.67,0.26,01Jan2024-31Dec2024,Better than Expected,001,0.0,0.95,,As Expected,001,38.0,63.7,88.8,37.1,01Apr2025-30JUN2025,001,0.0,280,34.0,293.0,,280,0.0,,,280,0.0,,,280,0.0,,,,199,,199,8.0,280,36.0,318.0,,280,38.0,333.0,,,,,,001,38.0,334.0,17.0,280,0.0,,
392584,4,DaVita Lehighton Dialysis,01Jan2021-31Dec2024,2.0,001,770 State Rd,,Lehighton,PA,18235,Carbon,(484) 613-4002,Profit,Yes,DaVita,No,13,Yes,Yes,No,1993-09-14,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,212.0,24.4,35.7,16.7,01Jan2024-31Dec2024,As Expected,001,55.0,193.1,291.3,135.2,01Jan2024-31Dec2024,As Expected,001,65.0,31.5,45.2,19.5,01Jan2024-31Dec2024,As Expected,001,32.0,36.9,111.9,16.0,01Jan2021-31Dec2023,Not Available,199,23.0,,,,As Expected,001,42.0,31.7,61.0,12.1,01Jan2024-31Dec2024,As Expected,001,38.0,1.27,2.31,0.73,01Jan2023-31Dec2024,As Expected,001,94.0,1.21,2.07,0.6,01Jan2021-31Dec2023,As Expected,001,34.0,1.79,4.18,0.58,01Jan2024-31Dec2024,As Expected,001,0.57,1.89,0.1,As Expected,001,45.0,55.3,77.5,31.8,01Apr2025-30JUN2025,001,0.0,280,39.0,319.0,,280,12.0,105.0,,280,0.0,,,280,0.0,,,29.0,001,0.0,001,17.0,280,56.0,467.0,,280,59.0,486.0,,,,,,001,45.0,372.0,25.0,280,0.0,,
392587,4,FKC Wyomissing,01Jan2021-31Dec2024,3.0,001,965 Berkshire Boulevard,,Wyomissing,PA,19610,Berks,(610) 370-5323,Profit,Yes,Fresenius Medical Care,No,30,Yes,Yes,No,1993-10-29,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,Better than Expected,001,663.0,14.7,21.5,10.4,01Jan2024-31Dec2024,As Expected,001,174.0,184.2,243.2,145.7,01Jan2024-31Dec2024,As Expected,001,235.0,30.1,37.0,23.5,01Jan2024-31Dec2024,As Expected,001,69.0,17.7,58.4,7.1,01Jan2021-31Dec2023,As Expected,001,59.0,1.97,3.89,0.85,As Expected,001,158.0,21.4,35.4,12.0,01Jan2024-31Dec2024,As Expected,001,84.0,0.65,1.25,0.4,01Jan2023-31Dec2024,As Expected,001,208.0,0.88,1.36,0.51,01Jan2021-31Dec2023,As Expected,001,87.0,1.61,2.75,0.86,01Jan2024-31Dec2024,Better than Expected,001,0.0,0.21,,As Expected,001,184.0,50.8,67.0,30.8,01Apr2025-30JUN2025,001,1.0,001,179.0,1703.0,97.0,001,25.0,182.0,98.0,259,0.0,,,259,0.0,,,43.0,001,0.0,001,44.0,001,201.0,1902.0,0.0,001,210.0,1957.0,5.0,16.0,23.0,30.0,25.0,001,184.0,1734.0,22.0,259,0.0,,
392588,4,DCI Mount Pleasant,01Jan2021-31Dec2024,3.0,001,20 East Main Street,,Mount Pleasant,PA,15666,Westmoreland,(724) 547-6511,Non-profit,Yes,"Dialysis Clinic, Inc.",No,16,Yes,Yes,No,1993-12-09,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,197.0,19.5,29.2,13.0,01Jan2024-31Dec2024,As Expected,001,50.0,123.1,197.3,81.8,01Jan2024-31Dec2024,As Expected,001,62.0,19.0,29.3,10.0,01Jan2024-31Dec2024,Not Available,199,10.0,,,,01Jan2021-31Dec2023,Not Available,199,29.0,,,,As Expected,001,40.0,15.9,47.6,3.8,01Jan2024-31Dec2024,As Expected,001,15.0,0.6,1.83,0.2,01Jan2023-31Dec2024,As Expected,001,21.0,0.38,1.82,0.01,01Jan2021-31Dec2023,Worse than Expected,001,42.0,0.0,0.9,0.0,01Jan2024-31Dec2024,Better than Expected,001,0.0,0.65,,As Expected,001,52.0,64.1,84.7,42.1,01Apr2025-30JUN2025,001,0.0,001,49.0,425.0,95.0,199,3.0,31.0,,259,0.0,,,259,0.0,,,,199,,199,8.0,001,55.0,493.0,0.0,001,57.0,516.0,5.0,19.0,24.0,25.0,27.0,001,52.0,458.0,28.0,259,0.0,,
392590,4,FKC of Mount Pleasant,01Jan2021-31Dec2024,4.0,001,2000 Summit Ridge Plaza,,Mount Pleasant,PA,15666,Westmoreland,(724) 542-7125,Profit,Yes,Fresenius Medical Care,No,17,Yes,No,No,1994-04-25,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,215.0,14.5,23.2,8.9,01Jan2024-31Dec2024,As Expected,001,53.0,140.8,237.9,89.4,01Jan2024-31Dec2024,As Expected,001,48.0,18.8,34.1,8.1,01Jan2024-31Dec2024,Not Available,199,14.0,,,,01Jan2021-31Dec2023,Not Available,199,20.0,,,,As Expected,001,32.0,9.4,49.7,1.1,01Jan2024-31Dec2024,As Expected,001,19.0,1.06,2.48,0.48,01Jan2023-31Dec2024,As Expected,001,21.0,0.42,2.11,0.01,01Jan2021-31Dec2023,As Expected,001,34.0,0.33,1.86,0.01,01Jan2024-31Dec2024,As Expected,001,0.29,1.43,0.02,As Expected,001,55.0,75.7,95.4,54.7,01Apr2025-30JUN2025,001,0.0,001,52.0,489.0,98.0,257,0.0,,,259,0.0,,,259,0.0,,,8.0,001,0.0,001,13.0,001,54.0,507.0,0.0,001,58.0,537.0,7.0,25.0,28.0,23.0,17.0,001,55.0,515.0,8.0,259,0.0,,
392592,4,FKC Shadyside,01Jan2021-31Dec2024,2.0,001,4925 Baum Boulevard,,Pittsburgh,PA,15213,Allegheny,(412) 687-2279,Profit,Yes,Fresenius Medical Care,No,20,No,Yes,Yes,1994-05-12,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,123.0,12.9,28.8,4.6,01Jan2024-31Dec2024,As Expected,001,27.0,117.7,267.9,57.3,01Jan2024-31Dec2024,As Expected,001,16.0,8.7,42.6,0.2,01Jan2024-31Dec2024,Not Available,199,9.0,,,,01Jan2021-31Dec2023,Not Available,199,9.0,,,,Better than Expected,001,43.0,39.0,66.1,17.4,01Jan2024-31Dec2024,As Expected,001,12.0,0.79,2.84,0.22,01Jan2023-31Dec2024,As Expected,001,21.0,0.97,3.06,0.12,01Jan2021-31Dec2023,Not Available,201,0.0,,,,01Jan2024-31Dec2024,Not Available,201,,,,As Expected,001,11.0,35.9,81.0,0.0,01Apr2025-30JUN2025,001,0.0,201,0.0,,,001,29.0,250.0,90.0,259,0.0,,,259,0.0,,,,199,,199,3.0,001,40.0,323.0,5.0,001,40.0,330.0,6.0,20.0,28.0,29.0,18.0,001,11.0,72.0,24.0,259,0.0,,
392594,4,FKC Harrisburg,01Jan2021-31Dec2024,2.0,001,4343 Union Deposit Road,Union Court,Harrisburg,PA,17111,Dauphin,(717) 564-5690,Profit,Yes,Fresenius Medical Care,No,16,Yes,No,No,1994-11-18,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,328.0,24.8,36.6,17.4,01Jan2024-31Dec2024,As Expected,001,81.0,115.3,198.8,71.2,01Jan2024-31Dec2024,As Expected,001,48.0,26.2,42.1,14.0,01Jan2024-31Dec2024,Not Available,199,18.0,,,,01Jan2021-31Dec2023,As Expected,001,37.0,1.24,3.62,0.26,As Expected,001,85.0,13.1,33.9,4.3,01Jan2024-31Dec2024,As Expected,001,22.0,0.34,1.47,0.09,01Jan2023-31Dec2024,As Expected,001,31.0,0.57,1.55,0.11,01Jan2021-31Dec2023,As Expected,001,57.0,0.37,1.33,0.04,01Jan2024-31Dec2024,Better than Expected,001,0.33,0.89,0.08,As Expected,001,111.0,57.6,77.6,32.9,01Apr2025-30JUN2025,001,0.0,001,102.0,918.0,97.0,257,0.0,,,259,0.0,,,259,0.0,,,20.0,001,0.0,001,15.0,001,102.0,945.0,3.0,001,111.0,965.0,10.0,22.0,28.0,25.0,14.0,001,111.0,975.0,18.0,259,0.0,,
392595,4,DaVita Paris Dialysis,01Jan2021-31Dec2024,3.0,001,32 Steubenville Pike,,Paris,PA,15021,Washington,(724) 729-3350,Profit,Yes,DaVita,No,17,Yes,Yes,No,1995-02-24,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,121.0,24.9,38.3,15.4,01Jan2024-31Dec2024,As Expected,001,29.0,129.2,272.8,67.2,01Jan2024-31Dec2024,As Expected,001,19.0,32.4,58.1,12.3,01Jan2024-31Dec2024,Not Available,199,13.0,,,,01Jan2021-31Dec2023,Not Available,199,5.0,,,,As Expected,001,32.0,31.3,69.9,8.2,01Jan2024-31Dec2024,As Expected,001,13.0,0.93,2.39,0.37,01Jan2023-31Dec2024,As Expected,001,24.0,0.95,2.11,0.26,01Jan2021-31Dec2023,Not Available,199,15.0,,,,01Jan2024-31Dec2024,As Expected,001,0.44,2.17,0.02,As Expected,001,47.0,50.0,80.1,17.9,01Apr2025-30JUN2025,001,0.0,280,34.0,237.0,,280,0.0,,,280,0.0,,,280,0.0,,,,199,,199,8.0,280,37.0,273.0,,280,48.0,273.0,,,,,,001,47.0,304.0,19.0,280,0.0,,
392598,4,DaVita Lewistown Dialysis Center,01Jan2021-31Dec2024,4.0,001,611 Electric Avenue,,Lewistown,PA,17044,Mifflin,(717) 248-2344,Profit,Yes,DaVita,No,23,Yes,Yes,No,1995-05-09,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,334.0,17.8,24.9,13.2,01Jan2024-31Dec2024,As Expected,001,92.0,150.2,236.4,102.5,01Jan2024-31Dec2024,As Expected,001,90.0,25.2,38.4,14.8,01Jan2024-31Dec2024,As Expected,001,43.0,22.1,73.0,8.9,01Jan2021-31Dec2023,As Expected,001,44.0,2.29,4.51,0.99,As Expected,001,70.0,25.6,49.5,10.7,01Jan2024-31Dec2024,As Expected,001,45.0,0.95,2.07,0.53,01Jan2023-31Dec2024,As Expected,001,69.0,1.33,2.57,0.54,01Jan2021-31Dec2023,As Expected,001,59.0,1.08,2.35,0.4,01Jan2024-31Dec2024,As Expected,001,0.95,1.79,0.44,Better than Expected,001,97.0,74.5,91.3,58.2,01Apr2025-30JUN2025,001,4.0,280,92.0,812.0,,280,9.0,75.0,,280,0.0,,,280,0.0,,,14.0,001,3.0,001,29.0,280,100.0,910.0,,280,107.0,956.0,,,,,,001,97.0,856.0,21.0,280,0.0,,
392600,4,DaVita Delaware Valley Dialysis Center,01Jan2021-31Dec2024,3.0,001,102 Davita Drive,,Milford,PA,18337,Pike,(570) 491-9210,Profit,Yes,DaVita,No,16,Yes,Yes,Yes,1995-07-28,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,Better than Expected,001,230.0,13.6,21.8,8.4,01Jan2024-31Dec2024,As Expected,001,60.0,139.7,226.6,91.9,01Jan2024-31Dec2024,As Expected,001,45.0,25.5,46.3,11.0,01Jan2024-31Dec2024,As Expected,001,29.0,21.2,91.7,7.0,01Jan2021-31Dec2023,Not Available,199,19.0,,,,As Expected,001,43.0,14.1,47.8,2.9,01Jan2024-31Dec2024,As Expected,001,36.0,0.76,1.69,0.36,01Jan2023-31Dec2024,As Expected,001,43.0,0.87,1.88,0.26,01Jan2021-31Dec2023,As Expected,001,42.0,0.3,1.68,0.01,01Jan2024-31Dec2024,As Expected,001,0.28,1.37,0.01,As Expected,001,61.0,63.1,85.6,39.2,01Apr2025-30JUN2025,001,0.0,280,56.0,485.0,,280,0.0,,,280,0.0,,,280,0.0,,,4.0,001,0.0,001,23.0,280,59.0,523.0,,280,63.0,543.0,,,,,,001,61.0,538.0,16.0,280,0.0,,
392601,4,DaVita Memphis Street Renal Center,01Jan2021-31Dec2024,3.0,001,3310-24 Memphis Street,,Philadelphia,PA,19134,Philadelphia,(215) 739-9558,Profit,Yes,DaVita,No,18,Yes,No,No,1995-08-30,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,223.0,18.6,31.3,11.4,01Jan2024-31Dec2024,As Expected,001,57.0,204.5,310.9,142.3,01Jan2024-31Dec2024,As Expected,001,63.0,34.6,47.3,22.8,01Jan2024-31Dec2024,Not Available,199,12.0,,,,01Jan2021-31Dec2023,As Expected,001,34.0,0.29,1.6,0.01,As Expected,001,87.0,26.6,44.9,13.9,01Jan2024-31Dec2024,As Expected,001,22.0,0.41,1.46,0.12,01Jan2023-31Dec2024,As Expected,001,43.0,0.86,1.95,0.27,01Jan2021-31Dec2023,As Expected,001,45.0,0.35,1.26,0.04,01Jan2024-31Dec2024,As Expected,001,0.54,1.48,0.14,As Expected,001,92.0,65.3,84.1,46.9,01Apr2025-30JUN2025,001,0.0,280,89.0,852.0,,280,0.0,,,280,0.0,,,280,0.0,,,11.0,001,0.0,001,18.0,280,89.0,855.0,,280,92.0,809.0,,,,,,001,92.0,891.0,14.0,280,0.0,,
392603,4,FKC Whitehall,01Jan2021-31Dec2024,4.0,001,1320 Mickley Road,,Whitehall,PA,18052,Lehigh,(610) 264-2228,Profit,Yes,Fresenius Medical Care,Yes,28,Yes,Yes,Yes,1995-11-03,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,299.0,17.7,26.2,12.5,01Jan2024-31Dec2024,As Expected,001,57.0,177.3,273.6,120.7,01Jan2024-31Dec2024,As Expected,001,79.0,32.1,44.2,21.5,01Jan2024-31Dec2024,Not Available,199,18.0,,,,01Jan2021-31Dec2023,As Expected,001,22.0,0.45,2.52,0.01,As Expected,001,46.0,24.0,53.9,7.9,01Jan2024-31Dec2024,As Expected,001,23.0,1.05,2.35,0.5,01Jan2023-31Dec2024,As Expected,001,32.0,1.17,2.88,0.26,01Jan2021-31Dec2023,As Expected,001,46.0,0.19,1.07,0.0,01Jan2024-31Dec2024,Better than Expected,001,0.0,0.86,,As Expected,001,67.0,65.6,87.1,42.7,01Apr2025-30JUN2025,001,0.0,001,63.0,554.0,100.0,201,0.0,,,259,0.0,,,259,0.0,,,16.0,001,0.0,001,19.0,001,63.0,559.0,0.0,001,65.0,565.0,9.0,25.0,26.0,28.0,12.0,001,67.0,570.0,12.0,259,0.0,,
392604,4,DaVita Elizabethtown Dialysis,01Jan2021-31Dec2024,3.0,001,844 North Hanover Street,,Elizabethtown,PA,17022,Lancaster,(717) 361-0151,Profit,Yes,DaVita,No,12,Yes,No,No,1995-11-06,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,120.0,18.7,28.6,11.7,01Jan2024-31Dec2024,As Expected,001,32.0,124.0,250.4,67.0,01Jan2024-31Dec2024,As Expected,001,28.0,31.3,51.7,15.1,01Jan2024-31Dec2024,Not Available,199,10.0,,,,01Jan2021-31Dec2023,Not Available,199,8.0,,,,As Expected,001,25.0,12.4,65.5,1.0,01Jan2024-31Dec2024,As Expected,001,13.0,0.59,2.42,0.15,01Jan2023-31Dec2024,As Expected,001,15.0,0.0,2.02,0.0,01Jan2021-31Dec2023,As Expected,001,19.0,1.8,5.27,0.37,01Jan2024-31Dec2024,As Expected,001,0.0,1.26,,As Expected,001,33.0,46.0,72.5,17.9,01Apr2025-30JUN2025,001,0.0,280,29.0,251.0,,280,0.0,,,280,0.0,,,280,0.0,,,,199,,199,6.0,280,32.0,276.0,,280,34.0,284.0,,,,,,001,33.0,283.0,21.0,280,0.0,,
392605,4,FKC Temple Ontario,01Jan2021-31Dec2024,,260,"3401 Fox Street, Building 5",Suite A,Philadelphia,PA,19129,Philadelphia,(215) 221-3160,Profit,Yes,Fresenius Medical Care,No,32,Yes,Yes,No,1995-10-27,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,113.0,18.9,34.6,9.2,01Jan2024-31Dec2024,Not Available,199,9.0,,,,01Jan2024-31Dec2024,Not Available,199,7.0,,,,01Jan2024-31Dec2024,Not Available,199,5.0,,,,01Jan2021-31Dec2023,Not Available,199,11.0,,,,As Expected,001,18.0,30.9,73.2,6.8,01Jan2024-31Dec2024,Not Available,199,6.0,,,,01Jan2023-31Dec2024,Not Available,199,7.0,,,,01Jan2021-31Dec2023,As Expected,001,15.0,0.86,4.8,0.02,01Jan2024-31Dec2024,Not Available,201,,,,Not Available,199,5.0,,,,01Apr2025-30JUN2025,001,0.0,201,0.0,,,001,14.0,113.0,94.0,259,0.0,,,259,0.0,,,,199,,199,3.0,001,19.0,134.0,4.0,001,20.0,144.0,3.0,27.0,17.0,24.0,29.0,199,5.0,21.0,,259,0.0,,
392606,4,DaVita Pocono Dialysis Center,01Jan2021-31Dec2024,3.0,001,100 Plaza CT,Ste B,East Stroudsburg,PA,18301,Monroe,(570) 476-5630,Profit,Yes,DaVita,Yes,16,Yes,No,No,1995-10-20,01Jul2024-30Jun2025,01Jul2024-30Jun2025,01Jan2021-31Dec2024,As Expected,001,220.0,21.9,33.1,14.5,01Jan2024-31Dec2024,As Expected,001,47.0,182.8,297.7,119.9,01Jan2024-31Dec2024,As Expected,001,51.0,25.6,38.7,14.9,01Jan2024-31Dec2024,Not Available,199,14.0,,,,01Jan2021-31Dec2023,As Expected,001,31.0,0.41,2.26,0.01,As Expected,001,35.0,7.8,51.8,0.7,01Jan2024-31Dec2024,As Expected,001,21.0,0.72,1.96,0.28,01Jan2023-31Dec2024,As Expected,001,39.0,0.74,1.6,0.23,01Jan2021-31Dec2023,As Expected,001,45.0,1.6,3.49,0.59,01Jan2024-31Dec2024,As Expected,001,0.65,2.14,0.11,As Expected,001,49.0,75.2,98.2,50.6,01Apr2025-30JUN2025,001,0.0,280,51.0,401.0,,280,0.0,,,280,0.0,,,280,0.0,,,14.0,001,0.0,001,14.0,280,52.0,413.0,,280,52.0,427.0,,,,,,001,49.0,409.0,8.0,280,0.0,,
