facility_id,facility_name_cms,address_line_1_cms,address_line_2_cms,city_cms,state_cms,zip_code_cms,county_cms,telephone_cms,dialysis_station_count,facility_name_google,formatted_address_google,place_id_google,latitude,longitude,match_status
032626,032626 MIDVALE PARK DIALYSIS (FMC),1430 W VALENCIA RD STE 1,NA,TUCSON,AZ,85746,Pima,(520) 889-4555,23,Fresenius Kidney Care Midvale Park,"1430 W Valencia Rd Ste 1, Tucson, AZ 85746, United States",ChIJURBfGSt61oYRj64bSN50tiM,32.1346157,-110.9949106,manual
032627,DaVita Tucson Central Dialysis,2901 E GRANT RD,NA,TUCSON,AZ,85716,Pima,(520) 325-3408,12,DaVita Tucson Central Dialysis,"2901 E Grant Rd, Tucson, AZ 85716, United States",ChIJVeS_tb9x1oYRBG660E8v0D4,32.250674,-110.9287076,verified
032628,032628 KINGMAN DIALYSIS CLINIC (FMC),1721 Airway Ave,NA,KINGMAN,AZ,86409,Mohave,(928) 681-2342,27,Fresenius Kidney Care Kingman,"1721 Airway Ave, Kingman, AZ 86409, United States",ChIJm0xQn1nczYARWGkTX9lAFx4,35.2253739,-114.0381826,verified
032629,032629 SOUTH TUCSON DIALYSIS (FMC),2802 SOUTH 6TH AVE,NA,TUCSON,AZ,85713,Pima,(520) 792-2999,24,Fresenius Kidney Care South Tucson,"2802 S 6th Ave, Tucson, AZ 85713, United States",ChIJvXrsAppw1oYRzb8qkzHXu8s,32.1902387,-110.9687792,verified
032630,DaVita Brookwood Dialysis Center,8910 N 43RD AVE STE 107,NA,GLENDALE,AZ,85302,Maricopa,(623) 937-2735,24,DaVita Brookwood Dialysis Center,"8910 N 43rd Ave #107, Glendale, AZ 85302, United States",ChIJrYtMeIVrK4cRPVbivHnzXdI,33.5661318,-112.1537999,manual
032631,DaVita Ocotillo Dialysis,975 W CHANDLER HEIGHTS RD,UNIT 101,CHANDLER,AZ,85248,Maricopa,(480) 802-4405,12,DaVita Ocotillo Dialysis,"975 W Chandler Heights Rd #101, Chandler, AZ 85248, United States",ChIJB9owrAAAK4cRtKvtkZ9jsEk,33.2316164,-111.8571846,verified
032632,DaVita Rita Ranch Dialysis (AKA Tucson East II),7355 S HOUGHTON RD STE 101,NA,TUCSON,AZ,85747,Pima,(520) 663-4035,12,DaVita Rita Ranch Dialysis (aka Tucson East Ii),"7355 S Houghton Rd Ste 101, Tucson, AZ 85747, United States",ChIJOZjrzy9h1oYR-1en2Km4334,32.1182798,-110.7711522,manual
032633,032633 SANTAN DIALYSIS (FMC),300 W HIGHWAY 287,NA,FLORENCE,AZ,85132,Pinal,(520) 868-1144,12,Fresenius Kidney Care San Tan,"300 W HIGHWAY 287 #300300, Florence, AZ 85132, United States",ChIJcS4BSAA_KocRfsFnEMvLIwg,30.9971384,-94.8249884,verified
032634,DaVita Maryvale Dialysis Center,4845 W MCDOWELL RD,"STE 10A, 20A,30A",PHOENIX,AZ,85035,Maricopa,(602) 278-8349,24,DaVita Maryvale Dialysis Center,"4845 W McDowell Rd, 20a 30a Ste 10a, Phoenix, AZ 85035, United States",ChIJN0Ik4WAUK4cRdGExIhpM9pQ,33.4655153,-112.1632441,verified
032635,032635 GILBERT DIALYSIS (FMC),3511 MERCY RD STE 101,NA,GILBERT,AZ,85297,Maricopa,(480) 857-8338,12,Fresenius Kidney Care Gilbert,"3511 Mercy Rd Ste 101, Gilbert, AZ 85297, United States",ChIJ50pEnoisK4cRVpl9X2hIGE0,33.28552579999999,-111.74999,manual
032636,USRC FLAGSTAFF,2268 N WALGREENS ST,NA,FLAGSTAFF,AZ,86004,Coconino,(928) 556-5500,17,U.S. Renal Care,"2268 N Walgreen Blvd, Flagstaff, AZ 86004, United States",ChIJa3BplKiPLYcRZlRL3MZiYrw,35.2071018,-111.6028931,verified
032637,DaVita Wickenburg Dialysis,811 N TEGNER,"STE 101,103,105,107",WICKENBURG,AZ,85390,Maricopa,(928) 684-6898,9,DaVita Wickenburg Dialysis,"811 N Tegner, 107 Ste 101, Wickenburg, AZ 85390, United States",ChIJFXHLJ75O04ARPo10VL_t-80,33.9762291,-112.7351384,verified
032638,DaVita Power Road Dialysis PD,301 S Power Road Suite 104,NA,MESA,AZ,85206,Maricopa,(480) 641-1193,12,DaVita Power Road Dialysis,"301 S Power Rd #104, Mesa, AZ 85206, United States",ChIJGQM3jemvK4cRC48p__1-AUI,33.4106168,-111.6833919,manual
032639,"032639 ESTRELLA MOUNTAIN DIALYSIS, LLC (ARA)",9250 West Thomas Road,Suite 120,PHOENIX,AZ,85037,Maricopa,(623) 772-7363,18,Innovative Renal Care Estrella Mountain Dialysis,"9250 W Thomas Rd #120, Phoenix, AZ 85037, United States",ChIJyyHiWew_K4cRadct_H1WwtQ,33.4803839,-112.2587532,manual
032640,DaVita Sweetwater Ridge Dialysis,7362 W Thunderbird Rd Suite 104,NA,PEORIA,AZ,85381,Maricopa,(623) 486-0327,20,DaVita Sweetwater Ridge Dialysis,"7362 W Thunderbird Rd #104, Peoria, AZ 85381, United States",ChIJoyXqTsBpK4cRg0Rx_FZZTMo,33.61098339999999,-112.2177616,manual
032642,DaVita Phoenix Home Dialysis PD Only,5115 E THOMAS RD STE 100,NA,PHOENIX,AZ,85018,Maricopa,(602) 840-0072,1,DaVita Phoenix Home Dialysis-pd Only,"5115 E Thomas Rd #100, Phoenix, AZ 85018, United States",ChIJX-hN9hMMK4cRtqKCKbIqUAI,33.4794848,-111.9702857,manual
032643,032643 EAST TUCSON (FMC),5555 E 5TH ST #155,NA,TUCSON,AZ,85711,Pima,(520) 790-0461,25,Fresenius Kidney Care East Tucson,"5555 East 5th Street Ste 155, Tucson, AZ 85711, United States",ChIJY7s8W7dv1oYRk-EtjYrBrWc,32.229528,-110.8741763,manual
032644,DaVita Edge River Dialysis,1197 S REDONDO CENTER DR,NA,YUMA,AZ,85365,Yuma,(928) 329-4340,13,DaVita Edge River Dialysis,"1197 S Redondo Center Dr, Yuma, AZ 85365, United States",ChIJB34J1Ob11oAR1EqTaHRA76c,32.7057944,-114.6125345,verified
032645,DaVita Fountain Hills Dialysis,13430 N SAGUARO BLVD,BLDG 3,FOUNTAIN HILLS,AZ,85268,Maricopa,(480) 816-5973,12,DaVita Fountain Hills Dialysis,"13430 N Saguaro Blvd bldg 3, Fountain Hills, AZ 85268, United States",ChIJlWa8MIiYK4cR1A3XRJuWeFw,33.6084079,-111.7156828,verified
032646,032646-FMC-GLENDALE TOWN CENTER,4407 WEST PEORIA AVE,NA,GLENDALE,AZ,85302,Maricopa,(623) 934-9091,25,Fresenius Kidney Care Glendale Town Center,"4407 W Peoria Ave, Glendale, AZ 85302, United States",ChIJyQv2cfJrK4cRgttErdcOk-0,33.5815451,-112.1543016,verified
032647,032647-FMC NORTH MOUNTAIN,16605 NORTH 28TH AVENUE,SUITE 100,PHOENIX,AZ,85053,Maricopa,(602) 863-7954,25,FRESENIUS KIDNEY CARE NORTH MOUNTAIN,"16605 N 28th Ave Ste 100, Phoenix, AZ 85053, United States",ChIJb0c8BehuK4cRP59Fab4PIAY,33.637273,-112.1186168,verified
032648,032648-FMC OLD TOWN SCOTTSDALE,4141 N Scottsdale Rd,Ste 100,SCOTTSDALE,AZ,85251,Maricopa,(480) 946-1455,25,FRESENIUS KIDNEY CARE OLD TOWN SCOTTSDALE,"4141 N Scottsdale Rd # 100, Scottsdale, AZ 85251, United States",ChIJ99Jr_74LK4cR21M8PQQNNpI,33.4952958,-111.9252477,verified
032650,032650 Fresenius Kidney Care Desert Sage,4901 W McDowell Road,Suite 120,PHOENIX,AZ,85035,Maricopa,(602) 272-3116,25,FRESENIUS KIDNEY CARE DESERT SAGE,"4901 W McDowell Rd Ste 120, Phoenix, AZ 85035, United States",ChIJM2SvlmAUK4cRnYGA0VfthIo,33.465307,-112.165966,manual
032651,DaVita Swan Dialysis,1635 N Swan Road,NA,TUCSON,AZ,85712,Pima,(520) 327-1125,12,DaVita Swan Dialysis,"1635 N Swan Rd, Tucson, AZ 85712, United States",ChIJQTQafi5u1oYR6LmKJva_PjI,32.2424607,-110.8938639,manual
032652,DaVita Oro Valley Dialysis,1521 E Tangerine Road,Suite 101,Oro Valley,AZ,85755,Pima,(520) 219-2879,12,DaVita Oro Valley Dialysis,"1521 E Tangerine Rd #101, Oro Valley, AZ 85755, United States",ChIJgxZh3MUL1oYRK9RJeoVkzFM,32.4289345,-110.9500116,manual
032653,032653-Fresenius Kidney Care Westgate Home,6622 N 91st Avenue,Ste 210,Glendale,AZ,85305,Maricopa,(623) 877-0920,1,FRESENIUS KIDNEY CARE WESTGATE HOME,"6622 N 91st Ave Ste 210, Glendale, AZ 85305, United States",ChIJYR5i3LBBK4cR_yTsmPO67ro,33.5325599,-112.2559048,manual
032654,032654-Fresenius Kidney Care Canyon Vista,5555 Mesa Verde Dr,Suite 120,Sierra Vista,AZ,85635,Cochise,(520) 458-4490,15,FRESENIUS KIDNEY CARE CANYON VISTA,"5555 Mesa Verde Dr Ste 120, Sierra Vista, AZ 85635, United States",ChIJr4Ky_VAv14YRkbE7Oaff57c,31.5519504,-110.2325822,verified
032655,DaVita Evergreen Park Dialysis,926 E Mc Dowell Rd,Suite 100,Phoenix,AZ,85006,Maricopa,(602) 252-1418,20,DaVita Evergreen Park Dialysis,"926 E McDowell Rd Ste 100, Phoenix, AZ 85006, United States",ChIJgUGqKUMTK4cRXyjQMvgC-Xk,33.4663718,-112.0615164,verified
032656,032656-Fresenius Kidney Care Westgate,6622 N 91st Ave,Suite 120,Glendale,AZ,85305,Maricopa,(623) 772-1334,23,FRESENIUS KIDNEY CARE WESTGATE HOME,"6622 N 91st Ave Ste 210, Glendale, AZ 85305, United States",ChIJYR5i3LBBK4cR_yTsmPO67ro,33.5326145,-112.2558193,verified
032657,Fresenius Kidney Care Tangerine Crossing,3600 W Tangerine Rd,Suite 120,Marana,AZ,85658,Pima,(520) 477-0341,20,FRESENIUS KIDNEY CARE TANGERINE CROSSING,"3600 W Tangerine Rd #120, Marana, AZ 85658, United States",ChIJa7AtsNUL1oYR-OaGFopcvM0,32.4249363,-111.0421318,verified
032658,DaVita Dialysis Care at Palm Valley,14620 West Encanto Blvd,STE 110,Goodyear,AZ,85395,Maricopa,(623) 526-3332,24,DaVita Dialysis Care At Palm Valley,"14620 W Encanto Blvd #110, Goodyear, AZ 85395, United States",ChIJraY4FL85K4cRQmgc74w1nnk,33.4722648,-112.3739174,manual
032659,Fresenius Kidney Care Prescott Valley East,7862 E Florentine Rd,Suite 100,Prescott Valley,AZ,86314,Yavapai,(928) 772-2370,16,Fresenius Kidney Care Prescott Valley East,"7862 Florentine Rd Ste 100, Prescott Valley, AZ 86314, United States",ChIJ6ai4ksQjLYcRtrTOFx-U354,34.5884247,-112.3288024,verified
032660,"Scottsdale Kidney Center, LLC",6970 East Chauncey Lane,Suite 130,Phoenix,AZ,85054,Maricopa,(480) 515-2160,12,Innovative Renal Care Scottsdale Kidney Center,"6970 E Chauncey Ln STE 130, Phoenix, AZ 85054, United States",ChIJ4WrrMUh3K4cReoNoh5LzS7Y,33.652983,-111.9303182,manual
032661,032661-Fresenius Kidney Care Gateway,450 South Gilbert Road,NA,Chandler,AZ,85225,Maricopa,(480) 926-9339,20,Fresenius Kidney Care Gateway,"450 S Gilbert Rd, Chandler, AZ 85225, United States",ChIJ2RpmVJSpK4cRa3fwT3QTMTE,33.2978237,-111.7904183,manual
032662,DaVita Stonebrook Dialysis,14671 W Mountain View Blvd,Suite 102,Surprise,AZ,85374,Maricopa,(623) 232-3382,20,DaVita Stonebrook Dialysis,"14671 W Mountain View Blvd Ste 102, Surprise, AZ 85374, United States",ChIJB2YbA8hbK4cRddw0vY5GNQE,33.65392,-112.3771783,verified
032663,DaVita Desert Dunes Dialysis,2500 S 8th Ave,Suite 102,Yuma,AZ,85364,Yuma,(928) 314-9240,12,DaVita Desert Dunes Dialysis,"2500 S 8th Ave Ste 102, Yuma, AZ 85364, United States",ChIJHfN1m7pZ1oAR00fDbQh073g,32.6831133,-114.6295863,verified
032664,Fresenius Kidney Care Cottonwood,455 S Calvary Way,NA,Cottonwood,AZ,86326,Yavapai,(928) 649-5925,15,FRESENIUS KIDNEY CARE COTTONWOOD,"455 S Calvary Way, Cottonwood, AZ 86326, United States",ChIJ6VlolfEPLYcRbY1YQopKNTw,34.7321317,-112.030384,verified
032665,NDEE Bah Dialysis Center,102 West Hospital Drive,NA,Whiteriver,AZ,85941,Navajo,(928) 487-6125,25,N'Dee Bah Dialysis,"102 W Hospital Dr, Whiteriver, AZ 85941, United States",ChIJ7UvGEADrKIcROQ8lvz0Pa00,33.8769112,-109.9580092,manual
033503,033503 GILA RIVER DIALYSIS WEST,"9721 WEST PECOS RD- RR2, BOX 807",NA,LAVEEN,AZ,85339,Maricopa,(520) 550-6050,20,Dialysis Center West,"9721 W Pecos Rd, Laveen Village, AZ 85339, United States",ChIJdUei5AwZK4cRAXZiU6Z4Aks,33.2899249,-112.1552237,manual
033504,033504 VALLEYWISE COMPREHENSIVE HEALTH CENTER-PEORIA OUTPATIENT DIALYSIS,8088 W Whitney Drive,NA,Peoria,AZ,85345,Maricopa,(602) 655-2140,13,Valleywise Comprehensive Health Center – Peoria,"8088 W Whitney Dr Suite 2A, Peoria, AZ 85345, United States",ChIJ17Aj9UBrK4cRTxkAjfcaR1M,33.5765266,-112.2328659,manual
062303,UNIVERSITY OF CO HOSPITAL - HOME DIALYSIS,12605 E. 16th Ave,NA,AURORA,CO,80045,Adams,(720) 848-3102,6,UCHealth Home Dialysis Clinic - University of Colorado Hospital,"12605 E 16th Ave 1st floor, Aurora, CO 80045, United States",ChIJU5kje0xjbIcRGiRJ4c6Pswk,39.7428542,-104.8419236,verified
062311,THE CHILDRENS HOSPITAL KIDNEY CTR.,13123 E 16TH AVE #328,NA,AURORA,CO,80045,Adams,(720) 777-6263,9,"Children's Hospital Colorado Anschutz Medical Campus, Aurora","13123 E 16th Ave, Aurora, CO 80045, United States",ChIJsxqmx0hjbIcRsoPVGl6ZePc,39.7422495,-104.8349311,manual
062315,062315 Heart of the Rockies Regional Dialysis Center,1000 Rush Drive,NA,SALIDA,CO,81201,Chaffee,(719) 530-2200,4,Heart of the Rockies Regional Medical Center,"1000 Rush Drive, Salida, CO 81201, United States",ChIJxbHf4ugXFYcRGMWggVMqScg,38.5431505,-106.0088698,verified
062501,062501 ROCKY MOUNTAIN DIALYSIS (FMC),600 E Colfax Ave,NA,Denver,CO,80203,Denver,(720) 479-5950,27,Fresenius Kidney Care Rocky Mountain,"600 E Colfax Ave, Denver, CO 80203, United States",ChIJYcmFmhx8bIcRQxfqlKqETL0,39.73978109999999,-104.9795631,verified
062502,DaVita Lakewood Dialysis Center,1750 PIERCE ST,STE C,LAKEWOOD,CO,80214,Jefferson,(303) 238-6111,18,DaVita Lakewood Dialysis Center,"1750 Pierce St Ste C, Lakewood, CO 80214, United States",ChIJ069ApgyHa4cRfm74y5DwC0c,39.7452275,-105.0713168,verified
062505,062505 NORTHERN COLORADO KIDNEY CENTER (FMC),2107 S. Timberline Rd,NA,FORT COLLINS,CO,80525,Larimer,(970) 482-2161,20,Fresenius Kidney Care Ft. Collins,"2107 S Timberline Rd, Fort Collins, CO 80525, United States",ChIJQ93UT-dKaYcR7QNi5nKpr3M,40.5599631,-105.0406036,verified
062507,DaVita Pikes Peak Dialysis Center,2002 LELARAY ST STE 130,NA,COLORADO SPRINGS,CO,80909,El Paso,(719) 471-4615,43,DaVita Pikes Peak Dialysis Center,"2002 Lelaray St Ste 130, Colorado Springs, CO 80909, United States",ChIJGwhvCJtFE4cRDX98X2ImjoE,38.8575576,-104.7910814,manual
062510,062510 GREELEY DIALYSIS (FMC),2343 W 27TH ST STE 503,NA,GREELEY,CO,80634,Weld,(970) 330-6100,25,Fresenius Kidney Care Greeley,"2343 W 27th St #503, Greeley, CO 80634, United States",ChIJkRJAYw2hbocRF2_8gPx7FiY,40.3944327,-104.7168257,manual
062511,DaVita Thornton Dialysis Center,8800 FOX DR,NA,THORNTON,CO,80260,Adams,(303) 430-7020,24,DaVita Thornton Dialysis Center,"8800 Fox Dr, Thornton, CO 80260, United States",ChIJE_QV6Kx3bIcRXvnA69XAAF4,39.85702010000001,-104.9935463,verified
062514,DaVita Aurora Dialysis Center,"1411 S POTOMAC ST, AMC II STE 100",NA,AURORA,CO,80012,Arapahoe,(303) 368-1911,27,DaVita Aurora Dialysis Center,"1411 S Potomac St STE 100, Aurora, CO 80012, United States",ChIJ0Y4ub7pibIcRRn-ZCJwJd8k,39.691018,-104.832618,manual
062517,DaVita Boulder Dialysis Center,2880 FOLSOM ST STE 110,NA,BOULDER,CO,80304,Boulder,(303) 440-5600,14,DaVita Boulder Dialysis Center,"2880 Folsom St #110, Boulder, CO 80304, United States",ChIJfebZJ3zua4cRVZmQDRUVzRU,40.0288159,-105.2627269,manual
062519,DaVita Littleton Dialysis Center,209 W COUNTY LINE RD,NA,LITTLETON,CO,80129,Arapahoe,(303) 730-7540,17,DaVita Littleton Dialysis Center,"209 W County Line Rd, Littleton, CO 80129, United States",ChIJ0d7iAC6CbIcRCDRJ6_-CURY,39.5674832,-104.9918593,verified
062520,062520 PUEBLO DIALYSIS (FMC),41 MONTEBELLO RD STE 102,NA,PUEBLO,CO,81001,Pueblo,(719) 545-1575,21,Fresenius Kidney Care Pueblo,"41 Montebello Rd Ste 102, Pueblo, CO 81001, United States",ChIJ_____0-kE4cRzfzi9kQjANw,38.3064447,-104.5978369,manual
062521,DaVita Arvada Dialysis Center,9950 W 80TH AVE STE 25,NA,ARVADA,CO,80005,Jefferson,(303) 456-9556,16,DaVita Arvada Dialysis Center,"9950 W 80th Ave #25, Arvada, CO 80005, United States",ChIJI9_fxdiIa4cRmHDD6CiSKqo,39.8411621,-105.1089727,manual
062523,062523 LOVELAND DIALYSIS (FMC),2940 GINNALA DR,NA,LOVELAND,CO,80538,Larimer,(970) 663-9155,20,Fresenius Kidney Care Loveland,"2940 Ginnala Dr, Loveland, CO 80538, United States",ChIJWZ1YdvFSaYcRCXDpS9-rTBo,40.4229698,-105.0704793,verified
062525,062525 LA JUNTA DIALYSIS (FMC),1012 Hayes Ave,NA,La Junta,CO,81050,Otero,(719) 383-2300,8,Fresenius Medical Center,"1012 Hayes Ave, La Junta, CO 81050, United States",ChIJq5SVvG8HEocR0cri6MLckpM,37.9784912,-103.5569375,verified
062526,062526 WALSENBURG DIALYSIS (FMC),23450 HIGHWAY 160,NA,WALSENBURG,CO,81089,Huerfano,(719) 738-4864,12,Fresenius Kidney Care Qualicenters Walsenburg,"23450 US-160, Walsenburg, CO 81089, United States",ChIJEflyPedbEYcRU_6b3FyL6iA,37.6003062,-104.83256,verified
062527,062527 NORTHEAST DENVER DIALYSIS (FKC),590 Laredo St,NA,Aurora,CO,80017,Arapahoe,(303) 344-8704,17,Fresenius Kidney Care Denver Central,"590 N Laredo St, Aurora, CO 80011, United States",ChIJw3c8hwF_bIcRZq6_LPlRORs,39.7250684,-104.7999855,verified
062528,DaVita Cortez Dialysis Center,610 E MAIN ST,STE C,CORTEZ,CO,81321,Montezuma,(970) 565-4302,18,DaVita Cortez Dialysis Center,"610 E Main St ste c, Cortez, CO 81321, United States",ChIJY6CqOplvOYcRb2HFq7IzG6g,37.349762,-108.5764645,verified
062529,DaVita Lowry Dialysis Center,7465 E 1ST AVE STE A,NA,DENVER,CO,80230,Denver,(303) 367-0946,24,DaVita Lowry Dialysis Center PD,"7465 E 1st Ave ste a, Denver, CO 80230, United States",ChIJjQqLouh9bIcRBxA37ca-s6s,39.7195649,-104.9002868,verified
062530,062530 MONTROSE DIALYSIS (DCI),846 SOUTH 5TH STREET,NA,MONTROSE,CO,81401,Montrose,(970) 240-3302,15,"Dialysis Clinic, Inc.","846 S 5th St, Montrose, CO 81401, United States",ChIJw0kEMIVQP4cRt7Hg3eXr-Pw,38.47898440000001,-107.8673872,verified
062531,DaVita Englewood Dialysis Center,3247 S LINCOLN ST,NA,ENGLEWOOD,CO,80113,Arapahoe,(303) 761-0600,18,DaVita Englewood Dialysis Center,"3247 S Lincoln St, Englewood, CO 80113, United States",ChIJF_00X9V_bIcRcCVtKgyExes,39.6577128,-104.9867401,verified
062533,DaVita Commerce City Dialysis,6320 HOLLY ST,NA,COMMERCE CITY,CO,80022,Adams,(303) 853-4300,18,DaVita Commerce City Dialysis,"6320 Holly St, Commerce City, CO 80022, United States",ChIJUVpHoRZ6bIcRq4qac2y-poY,39.8112849,-104.9214984,verified
062534,DaVita Longmont Dialysis Center,1715 IRON HORSE DR STE 170,NA,LONGMONT,CO,80501,Boulder,(303) 485-4084,18,DaVita Longmont Dialysis Center,"1715 Iron Horse Dr STE 170, Longmont, CO 80501, United States",ChIJ0X54YUP4a4cR4VFAx5lqCyU,40.158485400000004,-105.0605392,manual
062535,DaVita Lakewood Crossing Dialysis,1057 S WADSWORTH BLVD STE 100,NA,LAKEWOOD,CO,80226,Jefferson,(720) 962-6199,22,DaVita Lakewood Crossing Dialysis,"1057 S Wadsworth Blvd Ste 100, Lakewood, CO 80226, United States",ChIJSQhhVRyBa4cR4R0rlaiB-qM,39.6975822,-105.0821304,manual
062536,062536 LAMAR DIALYSIS (FMC),108 WEST LEE AVE,NA,LAMAR,CO,81052,Prowers,(719) 336-1170,12,Fresenius Kidney Care Lamar,"108 Lee Ave, Lamar, CO 81052, United States",ChIJtfrbKfUlDIcRoMCzb_mbuf0,38.0755483,-102.6195579,verified
062537,062537 PUEBLO SOUTH DIALYSIS (FMC),3426 LAKE AVENUE STE 110,NA,PUEBLO,CO,81004,Pueblo,(719) 564-2442,20,Fresenius Kidney Care Pueblo South,"3426 Lake Ave # 110, Pueblo, CO 81004, United States",ChIJKXJPGD29E4cRQuWInhVuu0o,38.2148682,-104.6252225,manual
062538,062538 GRAND JUNCTION DIALYSIS (DCI),2748 CROSSROADS BLVD,NA,GRAND JUNCTION,CO,81506,Mesa,(970) 255-0900,17,"Dialysis Clinic, Inc.","2748 Crossroads Blvd, Grand Junction, CO 81506, United States",ChIJ910qfusdR4cRvoI02-wYN_c,39.1168326,-108.543508,verified
062540,DaVita East Aurora Dialysis,482 S CHAMBERS RD,NA,AURORA,CO,80017,Arapahoe,(303) 696-1137,28,DaVita East Aurora,"482 S Chambers Rd, Aurora, CO 80017, United States",ChIJD1LI5fFibIcRK-mOKZ3Z_ZM,39.7065577,-104.8074789,verified
062541,DaVita Mile High Home Dialysis,1750 PIERCE ST STE A,NA,LAKEWOOD,CO,80214,Jefferson,(303) 232-0939,3,DaVita Lakewood Dialysis Center,"1750 Pierce St Ste C, Lakewood, CO 80214, United States",ChIJ069ApgyHa4cRfm74y5DwC0c,39.7452275,-105.0713168,verified
062542,DaVita Brighton Dialysis,4700 E BROMLEY LN STE 103,NA,BRIGHTON,CO,80601,Adams,(303) 659-2511,12,DaVita Brighton,"4700 E Bromley Ln # 103, Brighton, CO 80601, United States",ChIJp_BaJYdsbIcRAeHJkRsN3Ss,39.9714416,-104.7589322,manual
062543,DaVita Lonetree Dialysis Center,9777  PYRAMID CT STE 140,NA,ENGLEWOOD,CO,80112,Arapahoe,(303) 662-0466,12,DaVita Lonetree Dialysis Center,"9777 Mount Pyramid Ct #140, Englewood, CO 80112, United States",ChIJBRtBfmyFbIcRAF_FHZ3O5oo,39.5406685,-104.8660685,manual
062545,FRESENIUS MEDICAL CARE EAST DENVER DIALYSIS,962 POTOMAC CIR,NA,AURORA,CO,80011,Arapahoe,(303) 340-1398,24,Fresenius Kidney Care East Denver,"962 N Potomac Cir, Aurora, CO 80011, United States",ChIJ1UM2bDxjbIcRrKYrgEnwblM,39.7324261,-104.8268661,verified
062546,DaVita Denver Dialysis Center,2900 N DOWNING ST STE C,NA,DENVER,CO,80205,Denver,(303) 292-0303,16,DaVita Denver Dialysis Center,"2900 N Downing St Ste C, Denver, CO 80205, United States",ChIJIR7WOz15bIcRi02pbE57Zm4,39.75858909999999,-104.9730818,verified
062547,DaVita Durango Dialysis Center,72 SUTTLE ST STE D,NA,DURANGO,CO,81303,La Plata,(970) 385-8608,8,DaVita Durango Dialysis Center,"72 Suttle St ste d, Durango, CO 81303, United States",ChIJE_hqXMMCPIcRIxLz-BNXGlQ,37.2475648,-107.8764828,verified
062548,062548 STAPLETON DIALYSIS (FMC),7606 E 36TH AVE,NA,DENVER,CO,80238,Denver,(303) 322-1513,20,Fresenius Kidney Care Stapleton,"7606 E 36th Ave BLDG 701, Denver, CO 80238, United States",ChIJq9HQH5l7bIcRUfs2aPKC4uM,39.767057200000004,-104.8994128,verified
062550,DaVita Alamosa Dialysis,612 DEL SOL DR,NA,ALAMOSA,CO,81101,Alamosa,(719) 589-2022,12,DaVita Alamosa Dialysis,"612 Del Sol Dr, Alamosa, CO 81101, United States",ChIJD8VX-d57FocRSihuTgE75p4,37.479726,-105.9016787,verified
062553,DaVita Grand Junction Dialysis Center,710 WELLINGTON AVE STE 20,NA,GRAND JUNCTION,CO,81501,Mesa,(970) 263-8573,18,DaVita Grand Junction Dialysis Center,"710 Wellington Ave Ste 20, Grand Junction, CO 81501, United States",ChIJkyF6G60dR4cRVYyg6hsBrw8,39.0908155,-108.5609264,manual
062554,062554 KIDNEY CENTER OF ARVADA (ARA),5265 VANCE ST,NA,ARVADA,CO,80002,Jefferson,(303) 403-1127,21,Innovative Renal Care Kidney Center of Arvada,"5265 Vance St, Arvada, CO 80002, United States",ChIJHdn0rcyHa4cRlDcnZXHzX8I,39.7922387,-105.0788287,verified
062555,062555 KIDNEY CENTER OF LAFAYETTE (ARA),2655 CRESCENT DR STE C,NA,LAFAYETTE,CO,80026,Boulder,(720) 890-4661,24,Innovative Renal Care Kidney Center of Lafayette,"2655 Crescent Dr C, Lafayette, CO 80026, United States",ChIJu3A3zdL0a4cRJQhJj-Wimgw,39.966245,-105.0889899,verified
062556,062556 KIDNEY CENTER OF LAKEWOOD (ARA),6166 W ALAMEDA AVE,NA,DENVER,CO,80226,Jefferson,(303) 922-6371,21,Innovative Renal Care Kidney Center of Lakewood,"6166 W Alameda Ave, Lakewood, CO 80226, United States",ChIJBWhoq8OAa4cRcvMTTpgReg4,39.71047859999999,-105.0642585,verified
062557,062557 KIDNEY CENTER OF LONGMONT (ARA),1960 KEN PRATT BLVD STE A,NA,LONGMONT,CO,80501,Boulder,(303) 485-7100,20,Innovative Renal Care Kidney Center of Longmont,"1960 Ken Pratt Blvd A, Longmont, CO 80501, United States",ChIJ1aWzCor5a4cRO16wAuLuZI8,40.1456126,-105.1258021,verified
062558,062558 KIDNEY CENTER OF WESTMINSTER (ARA),8410 DECATUR ST STE 200,NA,WESTMINSTER,CO,80031,Adams,(303) 430-6518,24,Western Nephrology,"8410 Decatur St #100, Westminster, CO 80031, United States",ChIJH9C5INJ3bIcRazrY1DNqwC4,39.849546,-105.0220901,manual
062559,DaVita North Metro Dialysis Center,12365 HURON ST STE 500,NA,WESTMINSTER,CO,80234,Adams,(303) 451-9093,17,DaVita North Metro At Home,"12365 Huron St #500, Westminster, CO 80234, United States",ChIJwUcahrd1bIcRuMWcjOAdWo4,39.9211616,-104.9978485,manual
062560,USRC Pueblo Dialysis,850 EAGLERIDGE BLVD,NA,PUEBLO,CO,81008,Pueblo,(719) 253-5980,18,U.S. Renal Care,"850 Eagleridge Blvd, Pueblo, CO 81008, United States",ChIJi24JmWqhE4cRgM8cLSZOPFk,38.3199396,-104.6198431,verified
062561,DaVita North Colorado Springs Dialysis,6071 E WOODMEN RD STE 100,NA,COLORADO SPRINGS,CO,80923,El Paso,(719) 638-1223,15,DaVita North Colorado Springs Dialysis,"6071 E Woodmen Rd Ste 100, Colorado Springs, CO 80923, United States",ChIJixCBljdJE4cRQec-5Tuai94,38.939574,-104.7168676,manual
